"Name","Comment","DriverName","Location","PortName"
"NGPG-WAUKA-BACK-OFF","NGPG Wauka Mountain     mwdetraz 8/22/13","HP Universal Printing PCL 6","NGPG Wauka Mountain","172.19.17.159"
"NGPG-WAUKA-FRONTDESK","mwdetraz  5/3/2012","HP Universal Printing PCL 6","NGPG Wauka Mountain Front Desk","172.19.17.151"
"NGPG-WAUKA-EMR2","mwdetraz  5/4/2012","HP Universal Printing PCL 6","NGPG Wauka Mountain Front Desk","172.19.17.156"
"NGPG-WAUKA-A","Wauka Mountain Referral Office","HP Universal Printing PCL 6","NGPG WAUKA MOUNTAIN","172.19.17.158"
"NGPG-VA-NURSE-2","mwdetraz  5/4/2012","Lexmark Universal v2","NGPG Vascular Associates","172.25.102.159"
"NGPG-VA-NURSE-1","mwdetraz  5/4/2012","HP Universal Printing PCL 6","NGPG Vascular Associates","172.25.102.158"
"NGPG-VA-SCHED-1","mwdetraz  5/4/2012","HP Universal Printing PCL 5","NGPG Vascular Associates","172.25.102.151"
"NGPG-VA-NURSE-3","Created by Jess K. 07/09/2015","HP LaserJet 400 M401 PCL 6","NGPG VA Nurse area","172.25.102.165"
"NGPG-UC-BUFORD-NURSE","mwdetraz  5/4/2012","HP LaserJet 400 M401 PCL 6","NGPG Urgent Care Buford ","172.19.16.151"
"NGPG-UC-BUFORD-MGROFF","Created by Andy B. - 7/23/2012","HP Universal Printing PCL 6","Urgent Care Buford Managers Office","172.19.16.152"
"NGPG-UC-BUFORD-XRAY","mwdetraz  5/4/2012","HP Universal Printing PCL 6","NGPG Urgent Care Buford ","172.19.16.157"
"NGPG-UC-BUFORD-P8D1","mwdetraz  5/4/2012","Xerox Global Print Driver PCL6","NGPG Urgent Care Buford ","172.19.16.155"
"NGPG-UC-BUFORD-LAB","Urgent Care Buford  mdetraz 7/11/2012","HP Universal Printing PCL 6","Urgent Care Buford","172.19.16.118"
"NGPG-UC-BUFORD-B","4/11/2016 APCOON","HP Universal Printing PCL 6","NGPG UC BUFORD","172.19.16.156"
"NGPG-TB-P76D","mwdetraz  5/4/2012","HP Universal Printing PCL 6","NGPG Thompson Bridge","172.19.23.151"
"Xerox WorkCentre 7500 Series Class Driver","","Xerox WorkCentre 7500 Series Class Driver","","172.19.127.150_1"
"NGPG-UC-BUFORD-FRTDESK","Urgent Care Buford  mdetraz 7/11/2012","HP LaserJet 400 M401 PCL 6","Urgent Care Buford","172.19.16.150"
"NGPG-UC-CLEV-A","Urgent Care Cleveland Printer","HP Universal Printing PCL 6","Urgent Care Cleveland","172.19.34.162"
"NGPG-UC-GAIN-C","Dr. Kearns Office","HP Universal Printing PCL 6","UC GAINESVILLE","172.19.2.173"
"NGPG-UC-GAIN-B","","HP Universal Printing PCL 6","UC GAINESVILLE","172.19.2.180"
"NGPG-UC-GAIN-LAB","mwdetraz  5/4/2012","HP Universal Printing PCL 6","NGPG Urgent Care Gainesville","172.19.2.186"
"NGPG-UC-GAIN-FRT-XRX","mwdetraz  5/3/2012","Xerox Global Print Driver PCL6","NGPG Urgent Care Gainesville Front Desk","172.19.2.165"
"NGPG-UC-GAIN-A","M401n in Dr. Norris' Office","HP Universal Printing PCL 6","UC GAINESVILLE","172.19.2.179"
"NGPG-UC-CLEV-C","Setup by GRLEWIS","Xerox GPD PCL6 V3.5.404.8.0","","172.19.34.164"
"NGPG-UC-CLEV-B","Urgent Care Cleveland Printer","HP Universal Printing PCL 6","Urgent Care Cleveland","172.19.34.163"
"NGPG-UC-DAL-C","MWD 2016","HP Universal Printing PCL 6","UC Dahlonega","172.17.10.160"
"NGPG-UC-DAL-B","MWD 2016","Xerox Global Print Driver PCL6","UC Dahlonega","172.17.10.159"
"OAKCP-QD2-L","CREATED BY BOBBY WOODY 2/5/16","Xerox GPD PCL6 V3.8.496.7.0","OAKWOOD CORP PLAZA QD2 POSTING","172.24.208.161"
"OAKCP-QD2-K","CREATED BY BOBBY WOODY 12/1/15","Xerox GPD PCL6 V3.9.520.6.0","OAKWOOD CORP PLAZA","172.24.208.160"
"OAKCP-QD2-N","","Xerox GPD PCL6 V3.9.520.6.0","","172.24.208.170_1"
"OAKCP-QD2-M","","Xerox AltaLink C8055 PCL6","","172.24.208.166"
"OAKCP-QD2-J","CREATED BY BOBBY WOODY 4/14/15","Xerox GPD PCL6 V3.9.520.6.0","OAKWOOD CORP PLAZA - THC AR DEPT","172.24.208.159"
"OAKCP-QD2-H","PRINTER CREATED BY RYAN PERPALL, 12/5/14","Xerox GPD PCL6 V3.9.520.6.0","Oakwood Corporate Plaza","172.24.208.157"
"OAKCP-QD2-G-HCFA","CREATED BY BOBBY WOODY 12/13/14","Xerox Global Print Driver PCL6","OAKWOOD CORP PLAZA QUADRANT 2","172.24.208.156"
"OAKCP-QD2-I","CREATED BY BOBBY WOODY 1/10/15","Xerox GPD PCL6 V3.9.520.6.0","OAKWOOD CORP PLAZA REV CYCLE","172.24.208.158"
"OAKCP-QD2-H-HCFA","CREATED BY BOBBY WOODY 12/13/14","Xerox GPD PCL6 V3.5.404.8.0","OAKWOOD CORP PLAZA QD 2 ","172.24.208.157"
"OAKCP-QD2-P","fmp 4/13/17","Xerox GPD PCL6 V3.9.520.6.0","Corp PLaza Quad 2","172.24.208.188"
"OAKCP-QD3-I","CREATED BY BOBBY WOODY 6-22-15","Xerox AltaLink C8055 PCL6","OAKWOOD CORP PLAZA QD3 REAL ESTATE","172.24.210.160"
"OAKCP-QD3-H","CREATED BY BOBBY WOODY 2/25/15","Xerox GPD PCL6 V3.6.433.6.0.0","OAKWOOD CORP PLAZA GRAPHICS","172.24.210.93"
"OAKCP-QD4-A","CREATED BY BOBBY WOODY 1/24/15","Xerox AltaLink C8055 PCL6","OAKWOOD CORP PLAZA NGPG PHY RECRUIT","172.24.212.150"
"OAKCP-QD3-K","","Xerox AltaLink C8055 PCL6","","172.24.211.167"
"OAKCP-QD3-G","CREATED BY BOBBY WOODY 1/21/15","Xerox GPD PCL6 V3.6.433.6.0.0","OAKWOOD CORP PLAZA GRAPHICS","172.24.210.84"
"OAKCP-QD3-C","CREATED BY BOBBY WOODY 12/20/14","Xerox GPD PCL6 V3.9.520.6.0","OAKWOOD CORP PLAZA","172.24.210.152"
"OAKCP-QD3-A","","Xerox GPD PCL6 V3.9.520.6.0","","172.24.210.155"
"OAKCP-QD3-E","CREATED BY BOBBY WOODY 3/5/15","Xerox AltaLink C8055 PCL6","OAKWOOD CORP PLAZA QD3 PURCHASING","172.24.210.154"
"OAKCP-QD3-C-HCFA","CREATED BY BOBBY WOODY 12/22/14","Xerox GPD PCL6 V3.9.520.6.0","OAKWOOD CORP PLAZA","172.24.210.152"
"NGPG-WJACK-D","NGPG West Jackson Nurses Station - jasewell 7/30/14","HP Universal Printing PCL 6","NGPG West Jackson Nurses Station","172.19.62.153"
"NGPG-WJACK-C","NGPG West Jackson Front Desk - jasewell 7/30/14","Xerox GPD PCL6 V3.6.433.6.0.0","NGPG West Jackson Front Desk","172.19.62.152"
"NGPG-WJACK-F","created 2/19/16 -jasewell","Xerox GPD PCL6 V3.6.433.6.0.0","NGPG West Jackson","172.19.62.156"
"NGPG-WJACK-E","NGPG West Jackson Nurses Station - jasewell 7/30/14","Xerox GPD PCL6 V3.6.433.6.0.0","NGPG West Jackson Nurses Station","172.19.62.154"
"NGPG-WJACK-A","NGPG West Jackson Front Desk - jasewell 7/30/14","HP Universal Printing PCL 6","NGPG West Jackson Front Desk","172.19.62.150"
"NGPG-WINDER-A","NGPG WINDER ","HP LaserJet 400 M401 PCL 6","NGPG WINDER","172.17.88.150"
"NGPG-WAUKA-LAB","mwdetraz  5/4/2012","HP Universal Printing PCL 6","NGPG Wauka Mountain Front Desk","172.19.17.157"
"NGPG-WINDER-E","NGPG WINDER","Xerox GPD PCL6 V3.6.433.6.0.0","NGPG WINDER","172.17.88.154"
"NGPG-WINDER-D","NGPG WINDER","HP Universal Printing PCL 6","NGPG WINDER","172.17.88.153"
"NGPG-WJACK-G","3/29/16 jasewell","HP Universal Printing PCL 6","NGPG West Jackson OccMed","172.19.62.157"
"OAKCP-QD1-L","CREATED BY BOBBY WOODY 12/20/14","Xerox GPD PCL6 V3.9.520.6.0","OAKWOOD CORP PLAZA","172.24.214.161"
"OAKCP-QD1-K","CREATED BY BOBBY WOODY 2/14/15","Xerox GPD PCL6 V3.9.520.6.0","OAKWOOD CORP PLAZA QD1 NGPG ADMIN","172.24.214.160"
"OAKCP-QD2-E","CREATED BY BOBBY WOODY 1/17/15","Xerox GPD PCL6 V3.9.520.6.0","OAKWOOD CORP PLAZA PFS","172.24.208.154"
"OAKCP-QD2-C","CREATED BY BOBBY WOODY 2/14/15","Xerox AltaLink C8055 PCL6","OAKWOOD CORP PLAZA QD2 RM/COMP","172.24.208.152"
"OAKCP-QD1-H","CREATED BY BOBBY WOODY","Xerox GPD PCL6 V3.9.520.6.0","OAKWOOD CORP PLAZA PASC","172.24.214.157"
"NIN-DESK1-P82D","Created by Andy B. - 7/20/2012","Xerox GPD PCL6 V3.9.520.6.0","Intermediate Nurse Area Desk 1","172.25.12.187"
"NHN-MED-REC","","Xerox Global Print Driver PCL6","","172.19.136.30"
"OAKCP-QD1-D","CREATED BY BOBBY WOODY 12/20/14","Xerox GPD PCL6 V3.9.520.6.0","OAKWOOD CORP PLAZA","172.24.214.153"
"OAKCP-QD1-C","CREATED BY BOBBY WOODY 12/20/14","Xerox AltaLink C8055 PCL6","OAKWOOD CORP PLAZA","172.24.214.152"
"NGPG-HCHD-FRT-DESK2","","HP Universal Printing PCL 6","","172.19.21.154"
"MCSGD-IOD","","HP Universal Printing PS","","172.25.0.155"
"MCSGD-IFC-B","CREATED BY BOBBY WOODY 9-4-12","HP LaserJet 400 M401 PCL 6","SGD INFECTION CONTROL","172.25.0.106"
"MCSGD-MRC-C","CREATED BY BOBBY WOODY 4-11-12","Xerox Global Print Driver PCL6","SGD MEDICAL RECORDS","172.20.5.223"
"MCSGD-MAT-DELL","","HP LaserJet Pro M402-M403 PCL 6","Shipping and Receiving","172.25.11.151"
"MCSGD-HR-HELP","CREATED BY BOBBY WOODY 8-28-12","HP Universal Printing PCL 6","SGD HR OFFICES, HELPING HANDS COORD","172.25.9.247"
"NGPG-DAL-RX_2","","HP Universal Printing PCL 6","NGPG Dahlonega Dr Office","172.18.24.210"
"MCSGC-Safety-A","CCLANGMA - 6/15/2018","Xerox GPD PCL6 V3.9.520.6.0","South Ground Central Old Switchboard","172.25.6.42"
"PUR-XEROX","CREATED BY BOBBY WOODY 4-11-12","Xerox GPD PCL6 V3.5.404.8.0","OCIE POPE PURCHASING ","172.23.102.150"
"MCSGD-HELP-HANDS-XEROX","","Xerox Global Print Driver PCL6","","172.20.4.166"
"MCSGD-MRT-A-P91F","SGD","HP Universal Printing PCL 6","Medical Records Ground Floor","172.25.0.50"
"NGPG-CLEV-D","mwdetraz  5/2/2012","Xerox GPD PCL6 V3.6.433.6.0.0","NGPG Cleveland","172.19.34.181"
"MCSGD-PIM-E","CREATED BY ZACHARY BRYSON 7/21/2015","HP Universal Printing PCL 6","Performance Improvement","172.25.0.157"
"MCSGD-PLO-COLOR","Created by Andy B. - 7/25/2012","Xerox Global Print Driver PCL6","PLANT OPS OPERATIONS","172.20.4.99"
"MCSGD-PLO-A","CREATED BY BOBBY WOODY 4-23-12","HP Universal Printing PCL 6","SGD PLANT OPS, STEVEN KENTS OFFICE","172.25.6.153"
"MCSGD-PIM-D","HP LJ Pro 400","HP LaserJet 400 M401 PCL 6","SGD Performance Improvement/Infection Control","172.25.0.107"
"MCSGD-OCH-B","","HP Universal Printing PCL 6","","172.25.2.97"
"MCSGD-OCH-A","","Xerox GPD PCL6 V3.9.520.6.0","","172.25.2.4"
"MCSGD-PIM-B","CREATED BY BOBBY WOODY 4-23-12","Xerox GPD PCL6 V3.9.520.6.0","SGD PERFORMANCE IMPROVEMENT AREA ACROSS FROM RX","172.25.0.150"
"MCSGD-OCH-NURSE","HP LJ 3005 (HP LaserJet P3005)","HP Universal Printing PS","SGD Occupational Health Nurse Hall","172.25.2.82"
"MCSG-MAILROOM-1","created 2/8/17 by B. Squires","HP LaserJet Pro M402-M403 PCL 6","SPT GRD Mailroom","172.25.10.55"
"MCS5E-PHM-A","","Xerox Global Print Driver PCL6","S5E Satellite Pharmacy","172.25.82.152"
"MCSGC-ACR-A-P707","","Dell 2330dn Laser Printer","","WSD-bbd67820-0088-451c-91b1-fe99b0e23d1d.003e"
"MCSG-MATERIALS-DESK","Gainesville Main Campus Loading Dock Office","HP Universal Printing PCL 6","MC Loading Dock Office","172.25.5.197"
"MCS5E-ONC-A-P80C","Created by Dave 6/5/2012","Xerox GPD PCL6 V3.6.433.6.0.0","S5E","172.25.82.150"
"MCS5D-MED-A-P7EF","Created by Dave 6/5/2012","Xerox Global Print Driver PCL6","S5D","172.25.80.102"
"MCS5D-Manager","HP 4250 with NIC","Xerox GPD PCL6 V3.9.520.6.0","S5D Unit Manager's Office","172.25.80.150"
"MCS5E-DR-DICT","CREATED BY BOBBY WOODY 9-13-12","HP LaserJet 400 M401 PCL 6","S5E DR DICTATION AREA","172.25.82.154"
"MCS5E-CASE-P88D","IP Is 172.25.80.153.  Old IP was 172.25.82.153","Xerox Global Print Driver PCL6","S5E Case","172.25.80.153"
"MCSGC-CAFETERIA-A","","HP Color LaserJet Pro M452 PCL 6","ROOM NEXT TO CAFETERIA","172.25.8.152"
"MCSGC-NICU-WAIT-P84F","Created by Alex on 02/28/2012","Xerox GPD PCL6 V3.9.520.6.0","SGC NICU Waiting - Ground Floor","172.25.12.189"
"MCSGC-NICU-NS-LBL1","Created by Alex on 02/28/20","HP Universal Printing PCL 6","SGC NICU Nurses Station","172.25.12.220"
"MCSGC-NUTRITION-P85D","Created by Alex on 02/28/2012","Xerox Global Print Driver PCL6","SGC  Dietary office ","172.25.12.196"
"MCSGC-NP-NEON","Setup 12/19/2012 - Patrick G.","HP LaserJet 400 M401 PCL 6","SGC-Ground - Nurse Practioner's Office","172.25.12.226"
"MCSGC-NEO-P80D","Created by Alex on 02/28/2012","Xerox Global Print Driver PCL6","SGC NICU Neonatologist Office","172.25.12.190"
"MCSGC-CM-P772","Created by Alex on 02/28/2012","Xerox GPD PCL6 V3.9.520.6.0","SGC Case Mgmt","172.25.12.195"
"OAKCP-QD1-A-BC","CREATED BY BOBBY WOODY 12/15/14","Xerox GPD PCL6 V3.5.404.8.0","OAKWOOD CORP PLAZA HIM AREA","172.24.214.150"
"MCSGC-IMU-NS2-LBL2","Label Printer","HP Universal Printing PCL 6","SGC NICU","172.25.12.222"
"MCSGC-DIETARY-P80F","Created by Alex on 02/28/2012","Xerox GPD PCL6 V3.9.520.6.0","SGC Dietary Work Area","172.25.12.191"
"MCWB2-THC-MEDREC-A","CREATED BY BOBBY WOODY 7/8/14","Xerox Global Print Driver PCL6","WISTERIA-2 THC MED REC AREA","172.30.60.163"
"MCWB2-THC-CHECKIN-A","CREATED BY BOBBY WOODY 7/8/14","Xerox GPD PCL6 V3.6.433.6.0.0","WISTERIA-2 FRONT DESK CLINIC SIDE","172.30.60.162"
"MCWB2-THC-NUR-C","CREATED BY BOBBY WOODY 7/8/14","Xerox GPD PCL6 V3.5.404.8.0","WISTERIA-2 THC DIAGNOSTIC SIDE POD 3","172.30.60.166"
"MCWB2-THC-NUR-B","CREATED BY BOBBY WOODY 7/8/14","Xerox Global Print Driver PCL6","WISTERIA-2 THC CLINIC SIDE POD 2","172.30.60.160"
"NGPG-CLAY-P8A7","mwdetraz 5/7/2012","Xerox GPD PCL6 V3.9.520.6.0","NGPG Clayton","10.64.16.166"
"MCWB2-THC-A-P7A2","CREATED BY BOBBY WOODY 4/21/14","Xerox Global Print Driver PCL6","THC WISTERIA-2 SUITE 200 REG AREA","172.30.60.152"
"MCWB2-PET-A","","Xerox Global Print Driver PCL","","172.30.60.189"
"MCWB2-THC-B-P800","CREATED BY BOBBY WOODY 5/27/14","HP LaserJet 400 M401 PCL 6","THC WISTERIA-2 SUITE 200 REG. ROOM","172.30.60.150"
"MCWB2-THC-AP-A","Printer created by Jess Kendrick 12/9/14","HP Universal Printing PCL 6","THC 2nd floor Accounts Payable","172.30.60.155"
"MCWB2-THC-NUR-D","CREATED BY BOBBY WOODY 7/8/14","Xerox GPD PCL6 V3.5.404.8.0","WISTERIA-2 THC DIAGNOSTIC SIDE POD 4","172.30.60.165"
"MCWB3-VASCLAB-A","Vascular Lab Suite 320","Xerox Global Print Driver PCL6","Wisteria 3rd Floor Suite 320","172.30.60.188"
"MCWB3-TRAUMA-B","","Xerox Global Print Driver PCL6","Wysteria 3rd Floor Suite 315","172.30.60.190"
"MCWB4-PAL-A","","Xerox Global Print Driver PCL6","","172.25.21.245"
"MCWB4-ONCREG-A-P7B2","CREATED BY BOBBY WOODY 7/1/13","Xerox Global Print Driver PCL6","WISTERIA 4TH FLOOR ONC REG AREA","172.20.71.69"
"MCWB3-NGP-B","CREATED BY BOBBY WOODY 4-23-12","Lexmark Universal v2","WISTERIA BLDG. SUITE 380","172.30.70.151"
"MCWB2-THC-SCHED-A","CREATED BY BOBBY WOODY 7/8/14","Xerox GPD PCL6 V3.6.433.6.0.0","WISTERIA-2 THC SCHEDULING AREA","172.30.60.164"
"MCWB2-THC-READ-A","CREATED BY BOBBY WOODY 7/8/14","HP Color LaserJet CP2020 Series PCL6","WISTERIA-2 THC READING ROOM","172.30.60.167"
"MCWB3-CODER","","HP Universal Printing PCL 6","","172.30.60.153"
"NGPG-MP12-OB-PhoneTriage","","Xerox GPD PCL6 V3.6.433.6.0.0","Phone Triage MP1-2 OB","172.19.72.181"
"MCSGF-PSS-P854","PRINTER BUILT BY RYAN PERPALL 3/30/15","Xerox Global Print Driver PCL6","PSS SGG","172.25.4.164"
"MCSGF-PSS-C","","Xerox AltaLink C8055 PCL6","","172.25.4.156"
"MCSGF-RECV-B","HP Printer Shipping & Receiving Bay","HP Universal Printing PCL 6","SPT-SGG ","172.25.10.12"
"MCSGF-RECV-A","CREATED BY BOBBY WOODY 7/16/14","Xerox GPD PCL6 V3.6.433.6.0.0","SGF RECEIVING AREA","172.25.10.155"
"MCSGF-DST-B","CREATED BY BOBBY WOODY 8/26/15","HP Color LaserJet Pro M252 PCL 6","IT DESKTOP SHOP","172.25.4.200"
"MCSGE-MAT-XEROX","","Xerox Global Print Driver PCL6","Materials Distribution","172.25.5.152"
"MCSGE-LINEN-A","Printer created by Bryan Squires 4/22/16","Xerox GPD PCL6 V3.6.433.6.0.0","SPT Ground Clean Linen","172.25.0.150_1"
"MCSGE-PHM-GX420D","Small Zebra Label Printer ~ JASCOGGI 11/20/14","ZDesigner GX420d","Pharmacy Ante Room","172.25.0.28"
"MCSGE-PHM-A","Created by Andy B.  - 7/18/2012","Xerox GPD PCL6 V3.6.433.6.0.0","Main Pharmary","172.20.4.158"
"NGPG-CMG-LJ3","mwdetraz  5/3/2012","HP LaserJet 400 M401 PCL 6","NGPG Cumming","172.19.24.160"
"NGPG-VA-ADMIN-1","Created by Jess Kendrick 6/11/2015","HP Universal Printing PCL 6","NGPG VA coordinator","172.25.102.153"
"NGPG-CLEV-C","mwdetraz  5/2/2012","Xerox GPD PCL6 V3.6.433.6.0.0","NGPG Cleveland ","172.19.34.184"
"MCWB1-THC-TRIAGE-A","CREATED BY BOBBY WOODY 7/10/14","KX DRIVER for Universal Printing","WISTERIA-4 PRECERT AREA","172.30.60.175"
"MCWB1-THC-CLINIC-C","CREATED BY BOBBY WOODY 7/8/14","Xerox GPD PCL6 V3.6.433.6.0.0","WISTERIA-1 CLINIC FRONT DESK","172.30.60.159"
"MCWB1-THC-CLINIC-A","CREATED BY BOBBY WOODY 7/8/14","Xerox Global Print Driver PCL","WISTERIA-1 THC CLINIC NURSE STATION","172.30.60.157"
"MCWB1-NGPG-TRAUMA-A","CREATED BY BOBBY WOODY 11/30/12 (HP LaserJet 400 M401dn)","HP Universal Printing PCL 6","WISTERIA-1 SUITE 150 NGPG TRAUMA SVCS FRONT DESK","172.25.106.150"
"MCWB1-DOE-A-P74E","","Xerox Global Print Driver PCL6","Wysteria Ground Floor DOE","172.25.106.100"
"NGPG-OAK-XRAY","HPLJ 400 M401","HP Universal Printing PCL 6","NGPG Oakwood Xray","172.19.18.153"
"NGPG-CLEV-A","mwdetraz  5/2/2012","Xerox GPD PCL6 V3.9.520.6.0","NGPG Cleveland","172.19.34.182"
"MCWB1-THC-CLINIC-B","CREATED BY BOBBY WOODY 7/8/14","HP Universal Printing PCL 6","WISTERIA-1 THC CLINIC DEVICE CLINIC","172.30.60.158"
"MCS1E-ED-REG-P8ED","","Xerox GPD PCL6 V3.9.520.6.0","","172.25.22.160"
"MCS1E-ED-SECURITY","HP LJ 4000 (HP LaserJet 4000 Series)","HP Universal Printing PCL 6","S1E ED Security Office","172.25.22.135"
"NGPG-CLEV-B","mwdetraz  5/2/2012","Xerox GPD PCL6 V3.6.433.6.0.0","NGPG Cleveland","172.19.34.183"
"MCS1E-ED-REC-P843","Xerox 4250 - Prints off during downtime. PG","Xerox GPD PCL6 V3.9.520.6.0","S1E ED Receptionist","172.25.22.159"
"MCS1E-ED-H","SETUP PER DENISE DAMON - SDE# 442337","Xerox GPD PCL6 V3.9.520.6.0","ED-H AREA","172.25.20.159"
"MCS1E-ED-G-P744","","Xerox GPD PCL6 V3.9.520.6.0","","172.25.18.39"
"NGPG-CHESTNUT-LAB","Chestnut Mountain - Created by Andy B.  7/17/2012","HP LaserJet 400 M401 PCL 6","Chestnut Mountain Lab","172.19.19.166"
"MCS1E-ED-PITILI","MCS1E-ED-PITILI - TEMP PRINTER","Xerox GPD PCL6 V3.9.520.6.0","ED - PIT","172.25.22.199"
"MCS1E-ED-TRIAGE","Created 11/28/2012 - Requested from SDE#335238","Xerox GPD PCL6 V3.9.520.6.0","ED FRONT TRIAGE AREA","172.25.22.171"
"MCS1E-EDUCATION","OLD OR ROOM AT ROOMS 3 & 4.","Xerox GPD PCL6 V3.9.520.6.0","MCS1E","172.25.18.159"
"MCS1E-EDTRI2","MCS1E-EDTRI2 - SETUP PER SDE#490200 - PG","Xerox GPD PCL6 V3.9.520.6.0","ED FRONT TRIAGE RM#2","172.25.22.198"
"MCS1E-EOU-A-P87E","","Xerox GPD PCL6 V3.6.433.6.0.0","","172.25.24.150"
"MCS1E-EMTDISPATCH","Setup 4/29/2013 - PG for Temp. locatoin in old ENDO area.","HP Universal Printing PCL 6","EMT Dispatch office","172.25.22.1"
"OAKCP-QD2-G","","Xerox GPD PCL6 V3.9.520.6.0","","172.24.208.156"
"MCS1E-EDDR-B","","HP Universal Printing PCL 6","","172.25.22.164"
"MCS1E-EDDR-A-P92E","","Xerox GPD PCL6 V3.6.433.6.0.0","","172.25.22.158"
"MCS1E-EDTRI1","Setup per SDE#490200 - PG","Xerox GPD PCL6 V3.9.520.6.0","ED FRONT TRIAGE RM#1","172.25.22.197"
"OAKCP-QD2-F","CREATED BY BOBBY WOODY 1/17/15","Xerox GPD PCL6 V3.9.520.6.0","OAKWOOD CORP PLAZA PFS","172.24.208.155"
"MGPG-RP-BC-NUR2","","HP Universal Printing PCL 6","","172.26.21.213"
"MCS1D-STAFFCOORD","SETUP PER SDE# 546944 - 6/16/2015 - PG","Xerox AltaLink C8055 PCL6","MCS1D-STAFFING COORDINATOR OFFICE","172.25.24.165"
"MCS1E-CCRC-B","","Lexmark Universal v2","","172.25.18.162"
"MCS1E-CCRC-A","","Xerox GPD PCL6 V3.6.433.6.0.0","","172.25.18.161"
"MCS1D-SECURITY","","Xerox GPD PCL6 V3.9.520.6.0","","172.25.18.158"
"MCS1D-PSF-A","","HP Universal Printing PCL 6","MCS1D DOWN PASS THE ED - G AREA WAITING RM","172.25.18.150"
"MCS1D-PLACeMGR","SETUP PER SDE# 543262","HP LaserJet 400 M401 PCL 6","MCS1D - NEW CCRC AREA - MGR OFFICE","172.25.18.84"
"MCS1D-RAD-ULTRASND-P873","","HP Universal Printing PCL 6","","172.25.24.153"
"MCS1D-RAD-SPEC-P897","","Xerox Global Print Driver PCL6","","172.20.6.181"
"REHAB_DAW_P7AB","CREATED BY BOBBY WOODY 2-29-2012","Xerox GPD PCL6 V3.9.520.6.0","DAWSONVILLE REHAB","172.17.86.150"
"MCS1E-ED-E-P8EF","","Xerox GPD PCL6 V3.9.520.6.0","","172.25.22.156"
"MCS1E-ED-D-P72B","Xerox WorkCentre 4250 in the ""D"" area of the ED. Utilized by ER Registration. Prints Facesheets and Labels.","Xerox GPD PCL6 V3.9.520.6.0","ED Area D","172.25.22.151"
"MCS1E-ED-F-P706","","Xerox GPD PCL6 V3.9.520.6.0","","172.25.20.121"
"MCS1E-ED-EMS","","Xerox GPD PCL6 V3.9.520.6.0","","172.25.22.184"
"MCS1E-ED-CMG-P8F7","","Xerox GPD PCL6 V3.9.520.6.0","","172.25.22.165"
"MCS1E-ED-B-P7CD","","Xerox GPD PCL6 V3.9.520.6.0","","172.25.22.153"
"MCS1E-EAU","","Xerox Global Print Driver PCL6","MCS1E-EAU","172.25.24.156"
"MCS1E-ED-CARDIO","","HP Universal Printing PCL 6","","172.25.22.136"
"MCS1E-ED-C-P7CF","","Xerox GPD PCL6 V3.9.520.6.0","","172.25.22.154"
"MCS3E-DR-A","Created by Andy B. 7/18/2012","Lexmark Universal v2","S3E Dr. Area","172.25.50.150"
"MCS3E-CRIT-CARE-DIRECT","","HP Universal Printing PCL 6","","172.25.48.151"
"MCS3E-PCC-A-P815","3 EAST","Xerox GPD PCL6 V3.9.520.6.0","S3E NURSE STATION","172.25.50.152"
"MCS3E-DR-DICT","CREATED BY BOBBY WOODY 8-23-12","HP Universal Printing PCL 6","S3E DR DICTATION AREA","172.25.50.151"
"NGPG-CLEV-M","JRE 2/3/17","Xerox Phaser 3635MFP Class Driver","Specialty Suite Desk","172.19.34.195"
"MCS3B-PED-A-P81C","S3B","Xerox GPD PCL6 V3.9.520.6.0","Pedi S3B","172.25.54.151"
"MCS3B-HFY-A-P814","S3B Pedi","Xerox GPD PCL6 V3.9.520.6.0","Pedi Main Desk","172.25.54.150"
"MCS3D-CMG-A","3 CENTRAL (HP LaserJet 2200)","HP Universal Printing PCL 6","S3D CASE MANAGEMENT","172.25.52.151"
"NGPG-AA-LIME-A","Allergy & Asthma Limestone - NGPG   mwdetraz 9/27/2012","HP LaserJet 400 M401 PCL 6","Allergy & Asthma Limestone - NGPG","172.19.38.150"
"MCS4B-CLIN-ED","HP m401
-RPM","HP Universal Printing PCL 6","S4B","172.25.64.154"
"MCS4D-P72E","Created by Dave","HP Universal Printing PCL 6","S4D Clinical Documentation Office","172.25.64.153"
"MCS4D-P70F","Created by Dave","Xerox GPD PCL6 V3.9.520.6.0","S4D Disease Management","172.25.66.150"
"MCS4E-MED-A-P80A","Created by Dave 6/5/2012 (modified 1/8/15 RPM)","Xerox GPD PCL6 V3.6.433.6.0.0","S4E","172.25.68.150"
"MCS4E-DR-DICT","Created by Dave","HP LaserJet 400 M401 PCL 6","4 East Doctor Dictation across from Nurse Station","172.25.68.151"
"MCS4D-MED-A-P856","Created by Dave 6/5/2012","Xerox GPD PCL6 V3.6.433.6.0.0","S4D","172.25.66.153"
"MCS4B-IPR-A-P833","Created by AQZephir 8/28/2017","Xerox GPD PCL6 V3.9.520.6.0","S4B Nurse Station","10.88.208.205"
"NGPG-UC-DAL-D","MWD 2016","HP Universal Printing PCL 6","UC Dahlonega","172.17.10.161"
"MCS4D-CDS-A","Created by Dave","HP Universal Printing PCL 6","Clinical Documentation S4D","10.88.208.119"
"MCS4B-MGR-OFF","SETUP 7/7/2015 - JESS K,","HP Universal Printing PCL 6","S4B-S4119","172.25.66.154"
