"Name","Comment","DriverName","Location","PortName","Subnet","SubLocation"
"NGPG-MP12-URO-Ex-G","","HP Universal Printing PCL 5","MP1 200 URO","172.19.72.146","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-SA-CLINICAL-1","mwdetraz  5/4/2012","Xerox GPD PCL6 V3.9.520.6.0","NGPG Surgical Associates","172.25.100.154","172.25.100.0","NGPG Surgical Associates Data"
"NGPG-MP12-URO-Ex-F","","HP Universal Printing PCL 5","MP1 200 URO","172.19.72.145","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-VASC-A","mwdetraz  5/3/2012, relocated to Wisteria 12/18/13","Lexmark Universal v2","Riverplace Braselton Clinic","172.25.102.163","172.25.102.0","NGPG Vascular Associates Data"
"NGPG-MP12-URO-E","","HP Universal Printing PCL 5","MP1 200 URO","172.19.72.161","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-MP12-URO-D","","HP Universal Printing PCL 5","MP1 200 URO","172.19.72.160","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-MP12-URO-B","","Xerox GPD PCL6 V3.9.520.6.0","MP1 200 URO","172.19.72.158","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-MP12-URO-ADMIN","Created by GRLEWIS - PowerShell","HP Universal Printing PCL 5","","172.19.72.174","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-MP12-OB-TOUCHDOWN","Created by GRLEWIS - PowerShell","Xerox GPD PCL6 V3.9.520.6.0","","172.19.72.180","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-MP12-OB-L","Created by GRLEWIS - PowerShell","HP Universal Printing PCL 5","","172.19.72.130","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-MP12-URO-A","","Xerox GPD PCL6 V3.9.520.6.0","MP1 200 URO","172.19.72.157","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-MP12-OB-K","","HP Universal Printing PCL 5","MP1 200 OB","172.19.72.129","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-MP12-OB-H","","HP Universal Printing PCL 5","MP1 200 OB","172.19.72.126","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-MP12-OB-Ex-O","","HP Universal Printing PCL 5","MP1 200 OB","172.19.72.114","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-MP12-OB-Ex-N","","HP Universal Printing PCL 5","MP1 200 OB","172.19.72.113","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-MP12-OB-Ex-L","","HP Universal Printing PCL 5","MP1 200 OB","172.19.72.111","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-MP12-OB-Ex-K","","HP Universal Printing PCL 5","MP1 200 OB","172.19.72.110","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-MP12-OB-Ex-J","","HP Universal Printing PCL 5","MP1 200 OB","172.19.72.109","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"Test Dell 5330dn","","Lexmark Universal v2","","172.25.4.170","172.25.4.0","SPT Data WANS-IDF"
"NGPG-MP12-OB-Ex-H","","HP Universal Printing PCL 5","MP1 200 OB","172.19.72.107","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-MP12-OB-Ex-G","","HP Universal Printing PCL 5","MP1 200 OB","172.19.72.106","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-MP12-OB-Ex-F","","HP Universal Printing PCL 5","MP1 200 OB","172.19.72.105","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-MP12-OB-Ex-E","","HP Universal Printing PCL 5","MP1 200 OB","172.19.72.104","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"SHER-REHAB-COLOR","GRLEWIS","HP Universal Printing PCL 5","Sherwood Rehab ","172.19.2.178","172.19.2.0","Sherwood Plaza Location - Data"
"NGPG-MP12-OB-Ex-A","","HP Universal Printing PCL 5","","172.19.72.100","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-LWD-MGR","CREATED BY BOBBY WOODY 4-11-12 ","HP Universal Printing PCL 5","LAURELWOOD NGPG MGR OFFICE","172.25.96.151","172.25.96.0","LaurelWood Data"
"NGPG-LWD-F","Printer created by Jess Kendrick 12/11/14","HP Universal Printing PCL 5","NGPG LW Physician's office","172.25.96.157","172.25.96.0","LaurelWood Data"
"NGPG-LWD-C","Created by Jess Kendrick 11/21/2014","HP Universal Printing PCL 5","NGPG Laurelwood ","172.25.96.154","172.25.96.0","LaurelWood Data"
"NGPG-LWD-B","Created by Jess Kendrick 11/21/2014","HP Universal Printing PCL 5","NGPG Laurelwood","172.25.96.153","172.25.96.0","LaurelWood Data"
"NGPG-LWD-A","Created by Jess Kendrick 11/21/2014","HP Universal Printing PCL 5","NGPG Laurelwood","172.25.96.152","172.25.96.0","LaurelWood Data"
"NGPG-LAKE-GAIN-G","NGPG Lakeside Gainesville OB - mwdetraz 2/26/13","Xerox GPD PCL6 V3.9.520.6.0","NGPG Lakeside Gainesville OB","172.19.58.156","172.19.58.0","Lakeside OB Gainesville - Data"
"NGPG-LAKE-GAIN-E","NGPG Lakeside Gainesville OB - mwdetraz 2/26/13","HP Universal Printing PCL 5","NGPG Lakeside Gainesville OB","172.19.58.154","172.19.58.0","Lakeside OB Gainesville - Data"
"NGPG-LAKE-GAIN-D","NGPG Lakeside Gainesville OB - mwdetraz 2/26/13 (HP LaserJet 400 M401dn)","HP Universal Printing PCL 5","NGPG Lakeside Gainesville OB","172.19.58.153","172.19.58.0","Lakeside OB Gainesville - Data"
"NGPG-LAKE-GAIN-B","NGPG Lakeside Gainesville OB - mwdetraz 2/26/13 (HP LaserJet 400 M401dn)","HP Universal Printing PCL 5","NGPG Lakeside Gainesville OB","172.19.58.151","172.19.58.0","Lakeside OB Gainesville - Data"
"NGPG-LAKE-DAL-D","","Xerox GPD PCL6 V3.9.520.6.0","","172.17.75.154","172.17.75.0","NGPG-Dahlonega-DrFrench-Data"
"NGPG-LAKE-DAL-B","NGPG Lakeside OB Dahlonega           mwdetraz 4/30/2013","HP Universal Printing PCL 5","NGPG Lakeside OB Dahlonega","172.17.75.152","172.17.75.0","NGPG-Dahlonega-DrFrench-Data"
"NGPG-LAKE-DAL-A","NGPG Lakeside OB Dahlonega       mwdetraz 4/30/13","HP Universal Printing PCL 5","NGPG Lakeside OB Dahlonega","172.17.75.151","172.17.75.0","NGPG-Dahlonega-DrFrench-Data"
"NGPG-JJM13-TRAUMA-A","CREATED BY BOBBY WOODY 3/5/15","HP Universal Printing PCL 5","MP1-3 ","172.19.52.184","172.19.52.0","OIC 3rd Floor Data"
"NGPG-JJM13-PRECERT-B","","HP Universal Printing PCL 5","","172.19.52.197","172.19.52.0","OIC 3rd Floor Data"
"NGPG-JJM13-ORTHO-C","Dr. Smith's Office - M401n","HP Universal Printing PCL 5","MP1-3 Ortho","172.19.52.202","172.19.52.0","OIC 3rd Floor Data"
"NGPG-JJM13-ORTHO-B","Dr. Hazel's Office","HP Universal Printing PCL 5","MP1-3 Ortho","172.19.52.201","172.19.52.0","OIC 3rd Floor Data"
"NGPG-JJM13-ORTHO-A","Nurses Desk","HP Universal Printing PCL 5","MP1-3 Ortho & Sports Med","172.19.52.199","172.19.52.0","OIC 3rd Floor Data"
"NGPG-JJM13-NSG-G","Added by Jesse Sorrow 08/26/2014","HP Universal Printing PCL 5","Brooke Heath's Office","172.19.52.198","172.19.52.0","OIC 3rd Floor Data"
"NGPG-JJM13-NSG-F","","HP Universal Printing PCL 5","Medical Park 1 3rd Floor Neuro Surg","172.19.52.155","172.19.52.0","OIC 3rd Floor Data"
"NGPG-JJM13-NSG-D","mwdetraz  5/2/2012","Xerox GPD PCL6 V3.9.520.6.0","MP1 3rd Floor Neurosurgery","172.19.52.153","172.19.52.0","OIC 3rd Floor Data"
"NGPG-JJM13-NSG-C","mwdetraz   5/2/2012","HP Universal Printing PCL 5","MP1 3rd Floor Neurosurgery","172.19.52.152","172.19.52.0","OIC 3rd Floor Data"
"NGPG-JJM13-NSG-A","mwdetraz  5/2/2012","Lexmark Universal v2","MP1 3rd Floor Neurosurgery","172.19.52.150","172.19.52.0","OIC 3rd Floor Data"
"NGPG-JJM13-NEU-L","HP M401n","HP Universal Printing PCL 5","MP1-3","172.19.52.189","172.19.52.0","OIC 3rd Floor Data"
"NGPG-JJM13-NEU-K","MP1 3rd Floor - Dr Slack's Office  mwdetraz 12/6/2012","HP Universal Printing PCL 5","MP1 3rd Floor - Dr Slack's Office","172.19.52.188","172.19.52.0","OIC 3rd Floor Data"
"NGPG-JJM13-NEU-J","mwdetraz  5/2/2012","Lexmark Universal v2","MP1 3rd Floor Neurology","172.19.52.185","172.19.52.0","OIC 3rd Floor Data"
"NGPG-JJM13-NEU-H","mwdetraz  5/2/2012","Xerox GPD PCL6 V3.9.520.6.0","MP1 3rd Floor Neurology","172.19.52.163","172.19.52.0","OIC 3rd Floor Data"
"NGPG-JJM13-NEU-G","tmorrison 11-19-14","HP Universal Printing PCL 5","MP1 3rd Floor Neurology","172.19.52.162","172.19.52.0","OIC 3rd Floor Data"
"OAKCP-QD2-L-CLAIMS_PRINTING","Created by GRLEWIS - PS","Xerox GPD PCL6 V3.9.520.6.0","OAKWOOD CORP PLAZA QD2 POSTING","172.24.208.161","172.24.208.0","Oakwood Admin - MDF Data"
"NGPG-JJM13-NEU-B","mwdetraz  5/2/2012","Lexmark Universal v2","MP1 3rd Floor Neurology","172.19.52.157","172.19.52.0","OIC 3rd Floor Data"
"NGPG-JJM13-MGR-A","Created by GRLEWIS - PowerShell","HP LaserJet 200 color M251 PCL 6","","172.19.52.191","172.19.52.0","OIC 3rd Floor Data"
"OAKCP-QD3-D","CREATED BY BOBBY WOODY 2/26/15","Xerox GPD PCL6 V3.9.520.6.0","OAKWOOD CORP PLAZA QD3 NGPG CODING","172.24.210.153","172.24.210.0","Oakwood Admin - IDF A Data"
"NGPG-JJM13-ADM-B","mwdetraz 5/2/2012","HP Universal Printing PCL 5","MP1 3rd Floor Front Desk Area","172.19.52.167","172.19.52.0","OIC 3rd Floor Data"
"NGPG-JJM13-ADM-A","mwdetraz 5/2/2012","HP Universal Printing PCL 5","MP1 3rd Floor Front Desk","172.19.52.166","172.19.52.0","OIC 3rd Floor Data"
"NGPG-JJM11-E","mwdetraz  5/4/2012","HP Universal Printing PCL 5","MP1 Suite 110","172.19.54.154","172.19.54.0","Rios Suite"
"NGPG-JEFF-NUR-1","","HP Universal Printing PCL 5","NGPG Jefferson Nurse Station","172.17.82.50","172.17.82.0","NGPG Jefferson Data"
"NGPG-JEFF-FRTDSK-1","Edited by GRLEWIS. 4/5/2019","HP Universal Printing PCL 5","NGPG Jefferson Front Desk","172.17.82.51","172.17.82.0","NGPG Jefferson Data"
"NGPG-JEFF-FRTDESK-2","","Xerox GPD PCL6 V3.9.520.6.0","NGPG Jefferson Front Desk","172.17.82.53","172.17.82.0","NGPG Jefferson Data"
"NGPG-HMILL-F","Added to winprn 4/16.  Added to vmctxprn 6/17.","HP Universal Printing PCL 5","NGPG Hamilton Mill","172.19.66.157","172.19.66.0","Hamilton Mill Data Network"
"NGPG-HMILL-E","Hamilton Mill","Xerox GPD PCL6 V3.9.520.6.0","Hamilton Mill","172.19.66.154","172.19.66.0","Hamilton Mill Data Network"
"NGPG-HMILL-D","Hamilton Mill","HP Universal Printing PCL 5","Hamilton Mill","172.19.66.153","172.19.66.0","Hamilton Mill Data Network"
"NGPG-HMILL-C","mwdetraz  5/3/20122","HP Universal Printing PCL 5","NGPG Hamilton Mill Lab","172.19.66.152","172.19.66.0","Hamilton Mill Data Network"
"NGPG-HEROB-GAIN-O","Manager's Office","Xerox GPD PCL6 V3.9.520.6.0","Heritage Gainesville","172.22.60.164","172.22.60.0","Heritage Lanier Park - Data"
"NGPG-HEROB-GAIN-K","NGPG Heritage OB Gainesville         mwdetraz 6/18/13","Xerox GPD PCL6 V3.9.520.6.0","NGPG Heritage OB Gainesville","172.22.60.160","172.22.60.0","Heritage Lanier Park - Data"
"NGPG-HEROB-GAIN-J","NGPG Heritage OB Gainesville         mwdetraz 6/18/13","Xerox GPD PCL6 V3.9.520.6.0","NGPG Heritage OB Gainesville","172.22.60.159","172.22.60.0","Heritage Lanier Park - Data"
"NGPG-HEROB-GAIN-I","NGPG HERITAGE OB GAINESVILLE - JRE 06/11/13","Xerox GPD PCL6 V3.9.520.6.0","NGPG HERITAGE OB GAINESVILLE","172.22.60.158","172.22.60.0","Heritage Lanier Park - Data"
"NGPG-HEROB-GAIN-H","NGPG Heritage OB Gainesville         mwdetraz 6/18/13","HP Universal Printing PCL 5","NGPG Heritage OB Gainesville","172.22.60.157","172.22.60.0","Heritage Lanier Park - Data"
"NGPG-HEROB-GAIN-E","NGPG Heritage OB Gainesville         mwdetraz 6/18/13","HP Universal Printing PCL 5","NGPG Heritage OB Gainesville","172.22.60.154","172.22.60.0","Heritage Lanier Park - Data"
"NGPG-HEROB-GAIN-D","NGPG Heritage OB Gainesville                   mwdetraz 6/18/13","HP Universal Printing PCL 5","NGPG Heritage OB Gainesville","172.22.60.153","172.22.60.0","Heritage Lanier Park - Data"
"NGPG-HEROB-GAIN-C","NGPG Heritage OB Gainesville    mwdetraz 6/18/13","HP Universal Printing PCL 5","NGPG Heritage OB Gainesville","172.22.60.152","172.22.60.0","Heritage Lanier Park - Data"
"NGPG-HCHD-XEROX","mwdetraz  5/3/2012","Xerox GPD PCL6 V3.9.520.6.0","NGPG Hall Co Health Dept","172.19.21.160","172.19.21.0","Hall Co Health Dept"
"NGPG-HCHD-NP1","mwdetraz  5/3/2012","Lexmark Universal v2","NGPG Hall Co Health Dept","172.19.21.157","172.19.21.0","Hall Co Health Dept"
"NGPG-HCHD-MGR-OFF","mwdetraz  5/3/2012","HP Universal Printing PCL 6","NGPG Hall Co Health Dept","172.19.21.153","172.19.21.0","Hall Co Health Dept"
"NGPG-HCHD-LAB2-new","","HP Universal Printing PCL 5","","172.19.21.62","172.19.21.0","Hall Co Health Dept"
"NGPG-MP12-OB-Ex-P","","HP Universal Printing PCL 5","MP1 200 OB","172.19.72.115","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-HCHD-LAB","","HP Universal Printing PCL 5","","172.19.21.155","172.19.21.0","Hall Co Health Dept"
"NGPG-HCHD-FRT-DESK2","","HP Universal Printing PCL 5","HCHD","172.19.21.154","172.19.21.0","Hall Co Health Dept"
"NGPG-HCHD-DR-KIMSEY","JASEWELL","HP Universal Printing PCL 5","NGPG HCHD","172.19.21.166","172.19.21.0","Hall Co Health Dept"
"NGPG-HCHD-DR-B","mwdetraz  5/3/2012","HP Universal Printing PCL 5","NGPG Hall Co Health Dept","172.19.21.166","172.19.21.0","Hall Co Health Dept"
"NGPG-GYN-ONC-B","","Xerox GPD PCL6 V3.9.520.6.0","","172.19.58.158","172.19.58.0","Lakeside OB Gainesville - Data"
"NGPG-GYN-ONC-A-P769","CREATED BY BOBBY WOODY 5-17-13","Xerox GPD PCL6 V3.9.520.6.0","1495 JESSE JEWELL FRONT DESK","172.19.58.157","172.19.58.0","Lakeside OB Gainesville - Data"
"NGPG-GAIN2-E","Created on 03/05/2013 by JRE","HP Universal Printing PCL 5","NGPG Gainesville II","172.19.30.164","172.19.30.0","Dr Cain-Ofc Char Link"
"NGPG-GAIN2-C","mwdetraz  5/4/2012","Lexmark Universal v2","NGPG Gainesville II","172.19.30.162","172.19.30.0","Dr Cain-Ofc Char Link"
"NGPG-GAIN2-A","mwdetraz  5/4/2012","HP Universal Printing PCL 5","NGPG Gainesville II","172.19.30.160","172.19.30.0","Dr Cain-Ofc Char Link"
"NGPG-GAIN1-C","Created by Patrick G. 10/9/2012","ZDesigner ZM400 200 dpi (ZPL)","NGPG  GAINESVILLE 1","172.19.30.153","172.19.30.0","Dr Cain-Ofc Char Link"
"NGPG-FB-XEROX","mwdetraz  5/3/2012","Xerox GPD PCL6 V3.9.520.6.0","NGPG Flowery Branch","172.19.28.160","172.19.28.0","Flowery Branch PCN Data"
"NGPG-FB-P76B","mwdetraz  5/3/2012","HP Universal Printing PCL 5","NGPG Flowery Branch","172.19.28.153","172.19.28.0","Flowery Branch PCN Data"
"NGPG-FB-P76A","mwdetraz  5/3/2012","HP Universal Printing PCL 5","NGPG Flowery Branch","172.19.28.152","172.19.28.0","Flowery Branch PCN Data"
"NGPG-FB-P769","created matt beard 02/21/2013 (HP LaserJet 400 M401dn)","HP Universal Printing PCL 5","NGPG Flowery Branch","172.19.28.151","172.19.28.0","Flowery Branch PCN Data"
"NGPG-FB-LAB","jasewell - 8/14/15","HP Universal Printing PCL 5","NGPG Flowery Branch - Lab","172.19.28.156","172.19.28.0","Flowery Branch PCN Data"
"NGPG-FB-FD-Top","Created by Dave - 3/4/13","HP Universal Printing PCL 5","NGPG Flower Branch Front Desk","172.19.28.151","172.19.28.0","Flowery Branch PCN Data"
"NGPG-FB-FD-Bottom","Created by Dave - 3/4/13","HP Universal Printing PCL 5","NGPG Flowery Branch Front Desk","172.19.28.151","172.19.28.0","Flowery Branch PCN Data"
"NGPG-DAW-UC-C","NGPG DAW 400 URGENT CARE DR OFF. MWDETRAZ 2/7/14","HP Universal Printing PCL 5","NGPG DAW 400 URGENT CARE","172.17.72.186","172.17.72.0","Dawsonville Data Network"
"NGPG-DAW-UC-A","NGPG Dawsonville 400 Urgent Care    mwdetraz 2/27/2013","Xerox GPD PCL6 V3.9.520.6.0","NGPG Dawsonville 400 Urgent Care","172.17.72.170","172.17.72.0","Dawsonville Data Network"
"NGPG-DAW-SPORTS-B","Multi-function Xerox","Xerox GPD PCL6 V3.9.520.6.0","NGPG DAWSONVILLE","172.17.72.189","172.17.72.0","Dawsonville Data Network"
"NGPG-DAW-SPORTS-A","NGPG Dawsonville Sports Medicine","HP Universal Printing PCL 5","NGPG Dawsonville Sports Medicine","172.17.72.185","172.17.72.0","Dawsonville Data Network"
"SHER-IND-REHAB-XEROX","Created by andy B. - 7/20/2012","Xerox GPD PCL6 V3.9.520.6.0","Sherwood Industrial Rehab","172.19.2.176","172.19.2.0","Sherwood Plaza Location - Data"
"NGPG-DAW-SPEC-D","NGPG Dawsonville 400 Specialist Area Doctors Office - JLS 2/7/14","HP Universal Printing PCL 5","NGPG Dawsonville 400","172.17.72.187","172.17.72.0","Dawsonville Data Network"
"NGPG-DAW-SPEC-C","NGPG-Dawsonville-Specialties HP 401n","HP Universal Printing PCL 5","NGPG-Dawsonville-Specialties","172.17.72.176","172.17.72.0","Dawsonville Data Network"
"PLANNING-XEROX","CREATED BY BOBBY WOODY 3/2/2012","Xerox GPD PCL6 V3.9.520.6.0","1405-1 NEAR NGPG IT AREA","172.20.70.180","172.20.70.0","1405 Top Floor"
"NGPG-DAW-SPEC-B","NGPG-Dawsonville-Specialties HP 401n","HP Universal Printing PCL 5","NGPG-Dawsonville-Specialties","172.17.72.175","172.17.72.0","Dawsonville Data Network"
"NGPG-DAW-SPEC-A","NGPG-Dawsonville-Specialties Xerox","Xerox GPD PCL6 V3.9.520.6.0","NGPG-Dawsonville-Specialties","172.17.72.174","172.17.72.0","Dawsonville Data Network"
"NGPG-DAW-G","Created by GRLEWIS - PowerShell","HP Universal Printing PCL 5","","172.17.72.191","172.17.72.0","Dawsonville Data Network"
"NGPG-DAW-E","NGPG Dawsonville Draw Station","HP Universal Printing PCL 5","NGPG Dawsonville Draw Station","172.17.72.183","172.17.72.0","Dawsonville Data Network"
"NGPG-DAW-B","NGPG Dawsonville HP 410n","HP Universal Printing PCL 5","NGPG Dawsonville","172.17.72.178","172.17.72.0","Dawsonville Data Network"
"NGPG-DALII-F","NGPG Dahlonega II  mwdetraz 12/10/2012 (HP LaserJet P2055dn)","HP Universal Printing PCL 5","NGPG Dahlonega II","172.19.88.156","172.19.88.0","NGPG-Dahlonega-internal medicine"
"251PEDHP023","","HP Universal Printing PCL 5","Toccoa Foothills PEDI","10.71.17.186","10.71.16.0","Data Vlan VID-500"
"NGPG-DALII-A","CREATED BY BOBBY WOODY 11-28-12","HP Universal Printing PCL 5","NGPG DAHLONEGA II FRONT DESK","172.19.88.152","172.19.88.0","NGPG-Dahlonega-internal medicine"
"NGPG-DAL-P83E","","HP Universal Printing PCL 5","NGPG Dahlonega","172.18.24.210","172.18.24.0","Foothills Clinic Data"
"NGPG-WINDER-B","NGPG WINDER","HP Universal Printing PCL 5","NGPG WINDER","172.17.88.151","172.17.88.0","NGPG Dr. Huff - Data"
"NGPG-DAL-FDESK","mwdetraz  5/2/2012","HP Universal Printing PCL 5","NGPG Dahlonega","172.18.24.210","172.18.24.0","Foothills Clinic Data"
"NGPG-VA-DR-3","Created by Jess K. 07/09/2015","HP Universal Printing PCL 5","NGPG VA Doctor's area","172.25.102.164","172.25.102.0","NGPG Vascular Associates Data"
"NGPG-MP12-URO-Ex-E","","HP Universal Printing PCL 5","MP1 200 URO","172.19.72.144","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"NGPG-DAL-BCS","","Lexmark Universal v2","","172.18.24.210","172.18.24.0","Foothills Clinic Data"
"SHER-REHAB-A","Created by GRLEWIS - PowerShell","HP Universal Printing PCL 5","","172.19.2.159","172.19.2.0","Sherwood Plaza Location - Data"
"NGPG-DAC-I","NGPG Dacula Orth Provider's Office - 7/6/15 jasewell","HP Universal Printing PCL 5","NGPG Dacula","172.19.64.158","172.19.64.0","NGPG - Dacula Data"
"NGPG-DAC-F","created 12/5/14 jasewell","Xerox GPD PCL6 V3.9.520.6.0","NGPG Dacula","172.19.64.155","172.19.64.0","NGPG - Dacula Data"
"NGPG-CMT-P81E","mwdetraz  5/4/2012","HP Universal Printing PCL 5","NGPG Coal Mountain","172.19.24.152","172.19.24.0","Cumming/Coal MNT 172.19.24.0"
"NGPG-CMT-P81D","mwdetraz  5/4/2012","HP Universal Printing PCL 5","NGPG Coal Mountain","172.19.24.151","172.19.24.0","Cumming/Coal MNT 172.19.24.0"
"NGPG-CMT-FD","Created By Dave, 3-28-13","Xerox GPD PCL6 V3.9.520.6.0","NGPG Coal Mountain Front Desk","172.19.24.196","172.19.24.0","Cumming/Coal MNT 172.19.24.0"
"OAKCP-QD1-I","CREATED BY BOBBY WOODY 1/10/15","Xerox GPD PCL6 V3.9.520.6.0","OAKWOOD CORP PLAZA PASC","172.24.214.158","172.24.214.0","Oakwood Admin - IDF C Data"
"NGPG-CLEV-P86E","mwdetraz  5/3/2012","HP Universal Printing PCL 5","NGPG Cleveland","172.19.34.155","172.19.34.0","Cleveland NGPG Data"
"NGPG-CLEV-P86D","mwdetraz  5/2/2012","HP Universal Printing PCL 5","NGPG Cleveland","172.19.34.154","172.19.34.0","Cleveland NGPG Data"
"NGPG-CLEV-LJ-1","mwdetraz 5/3/2012","HP Universal Printing PCL 5","NGPG Cleveland","172.19.34.153","172.19.34.0","Cleveland NGPG Data"
"NGPG-CLEV-K","","HP Universal Printing PCL 5","","172.19.34.194","172.19.34.0","Cleveland NGPG Data"
"THCCU-REG-A-P762","CREATED BY BOBBY WOODY 4/21/14","Xerox GPD PCL6 V3.9.520.6.0","CUMMING THC REGISTRATION PRINTER","172.17.89.150","172.17.89.0","THC - Cumming Data Network"
"NGPG-CLEV-J","","HP Universal Printing PCL 5","","172.19.34.180","172.19.34.0","Cleveland NGPG Data"
"NGPG-CLEV-I","NGPG CLEVELAND FRONT DESK PRINTER","HP Universal Printing PCL 5","NGPG CLEVELAND","172.19.34.186","172.19.34.0","Cleveland NGPG Data"
"NGPG-CLEV-HP4200","mwdetraz  5/2/2012","HP Universal Printing PCL 5","NGPG Cleveland","172.19.34.161","172.19.34.0","Cleveland NGPG Data"
"NGPG-CLEV-EX11","Exam Room Printer (Plain Paper)","HP Universal Printing PCL 5","","172.19.34.187","172.19.34.0","Cleveland NGPG Data"
"NGPG-Clev-EX10","Exam Room Printer (Plain Paper)","HP Universal Printing PCL 5","","172.19.34.190","172.19.34.0","Cleveland NGPG Data"
"NGPG-CLEV-E","NGPG CLEVELAND 8/8/14","HP Universal Printing PCL 5","NGPG CLEVELAND ","172.19.34.173","172.19.34.0","Cleveland NGPG Data"
"NGPG-CLAYII-XEROX","NGPG Clayton II  mwdetraz 9/4/2012","Xerox GPD PCL6 V3.9.520.6.0","NGPG Clayton II","172.17.84.167","172.17.84.0","Clayton II Data"
"NGPG-CLAYII-FRTDESK","","HP Universal Printing PCL 5","","172.17.84.168","172.17.84.0","Clayton II Data"
"NGPG-CLAY-P8A4","mwdetraz  5/3/2012","HP Universal Printing PCL 5","NGPG Clayton","172.17.67.152","172.17.67.0","New Clayton PCN Site"
"NGPG-CLAY-DELL","Created by Andy B. - 7/23/2012","Lexmark Universal v2","NGPG Clayton Managers Office","172.17.67.18","172.17.67.0","New Clayton PCN Site"
"NGPG-CHESTNUT-PRN-FAX","mwdetraz  5/2/2012","Xerox GPD PCL6 V3.9.520.6.0","NGPG Chestnut Mountain","172.19.19.167","172.19.19.0","ChestnutMtn-Data"
"NGPG-Chestnut-Nurse-A","Tomelm 01/31/17","Xerox GPD PCL6 V3.9.520.6.0","Chestnut MTN","172.19.19.161","172.19.19.0","ChestnutMtn-Data"
"NGPG-CHESTNUT-NUR","mwdetraz  5/2/2012","HP Universal Printing PCL 5","NGPG Chestnut Mountain","172.19.19.152","172.19.19.0","ChestnutMtn-Data"
"NGPG-CHESTNUT-FRTDESK","mwdetraz  5/2/2012","Xerox GPD PCL6 V3.9.520.6.0","NGPG Chestnut Mountain Front Desk","172.19.19.151","172.19.19.0","ChestnutMtn-Data"
"NGPG-CHESTNUT-C","tomel 1/25/17","HP Universal Printing PCL 5","Chestnut Mtn","172.19.19.154","172.19.19.0","ChestnutMtn-Data"
"NGPG-CBO-C","Created by Dave","HP Universal Printing PCL 5","NGPG Buford Admin","172.19.22.152","172.19.22.0","NGPG Buford"
